Time,Driver,DriverNumber,Team,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,FreshTyre,AirTemp,TrackTemp,Rainfall,Humidity,WindSpeed,WindDirection,TrackLenght,NumTurns,Traction,AsphaltGrip,AsphaltAbrasion,TrackEvolution,TyreStress,Braking,LateralLoad,Downforce,Soft,Medium,Hard,Location,Country,Year,EventDate,Max_Straight_Speed,Avg_Lap_Speed,Min_Corner_Speed,Peak_Cornering_G,Peak_Braking_G,Peak_Acceleration_G,Peak_Downforce_N,Avg_Downforce_N,Peak_Drag_N,Peak_Front_Load_N,Peak_Rear_Load_N,Rank
0 days 01:14:35.964000,SAI,55,Ferrari,77.421,21.0,6.0,28.012,27.592,21.817,SOFT,2.0,True,22.3,31.3,False,69.0,3.2,289,4.381,14,4,3,3,4,3,3,3,5,C5,C4,C3,Budapest,Hungary,2022,2022-07-31,86.38888888888889,56.20082375567977,37.210069777777775,6.373170309381654,-4.708172428375997,1.6081317575288678,28752.294955632715,13529.145581189956,7770.890528549383,15702.209470949072,22541.29865783279,2
0 days 01:14:20.426000,LEC,16,Ferrari,77.567,21.0,6.0,28.191,27.553,21.823,SOFT,2.0,True,22.3,31.3,False,69.0,3.2,289,4.381,14,4,3,3,4,3,3,3,5,C5,C4,C3,Budapest,Hungary,2022,2022-07-31,86.66666666666667,55.97072480740113,36.599999999999994,6.225373520119767,-4.443166089551216,1.4494131592227877,28937.49444444445,13009.665298453145,7820.944444444445,15431.786288928324,22701.855760128034,3
0 days 01:14:46.540000,NOR,4,McLaren,77.769,18.0,6.0,28.219,27.637,21.913,SOFT,2.0,True,22.3,31.3,False,69.0,3.2,272,4.381,14,4,3,3,4,3,3,3,5,C5,C4,C3,Budapest,Hungary,2022,2022-07-31,85.83333333333333,55.75821743931564,35.0625,5.651219708513675,-4.792507196226694,1.6699563120348688,28383.679600694442,12982.94799392892,7671.264756944443,14633.762232544772,22232.380833954427,4
0 days 01:13:53.265000,OCO,31,Alpine,78.018,19.0,6.0,28.339,27.792,21.887,SOFT,2.0,True,22.3,31.3,False,69.0,3.2,289,4.381,14,4,3,3,4,3,3,3,5,C5,C4,C3,Budapest,Hungary,2022,2022-07-31,85.55555555555556,55.83644161463333,34.44444444444444,6.170569074423238,-4.217020515937057,1.5801947710203272,28200.263734567903,13199.605941380545,7621.692901234568,14490.21276043104,22214.503070410512,5
0 days 00:45:55.508000,ALO,14,Alpine,77.904,10.0,3.0,28.353,27.603,21.948,SOFT,2.0,True,22.1,29.7,False,70.0,2.2,253,4.381,14,4,3,3,4,3,3,3,5,C5,C4,C3,Budapest,Hungary,2022,2022-07-31,85.55555555555556,55.76020815902586,33.505208,6.000959855128865,-6.34333826868725,1.6048085709459008,28200.263734567903,12971.989826454073,7621.692901234568,14356.946439694497,22228.693195294923,6
0 days 00:49:26.509000,HAM,44,Mercedes,78.035,15.0,4.0,28.334,27.822,21.879,SOFT,2.0,True,22.1,30.3,False,70.0,1.7,282,4.381,14,4,3,3,4,3,3,3,5,C5,C4,C3,Budapest,Hungary,2022,2022-07-31,85.55555555555556,55.544305997328834,29.654088860408674,5.589019908678334,-5.020932681574481,1.4980135809550532,28200.263734567903,12935.963468424363,7621.692901234568,14856.658147255393,22229.156749554182,7
0 days 01:14:26.986000,BOT,77,Alfa Romeo,78.157,19.0,6.0,28.359,27.812,21.986,SOFT,2.0,True,22.3,31.3,False,69.0,3.2,289,4.381,14,4,3,3,4,3,3,3,5,C5,C4,C3,Budapest,Hungary,2022,2022-07-31,86.11111111111111,55.459566954458246,36.791666666666664,5.002808838044347,-4.539506153882001,1.4876430623154744,28567.690007716054,12725.994338024317,7720.997299382717,14429.922647736621,22437.324822794046,8
0 days 00:55:14.751000,RIC,3,McLaren,78.198,12.0,4.0,28.356,27.838,22.004,SOFT,2.0,True,21.9,29.6,False,72.0,2.9,292,4.381,14,4,3,3,4,3,3,3,5,C5,C4,C3,Budapest,Hungary,2022,2022-07-31,85.55555555555556,55.671728655740814,35.0,6.042118394424971,-4.479348083614194,1.631725228966233,28200.263734567903,12936.259412174775,7621.692901234568,14146.162084833097,22158.572366274726,9
0 days 00:44:08.372000,VER,1,Red Bull Racing,77.703,12.0,3.0,28.265,27.626,21.812,SOFT,2.0,True,22.0,29.0,False,70.0,2.7,285,4.381,14,4,3,3,4,3,3,3,5,C5,C4,C3,Budapest,Hungary,2022,2022-07-31,86.94444444444444,55.71426850209439,34.401234567901234,6.346396426800055,-4.122835636026476,1.639591372977469,29123.288474151235,12795.867671453634,7871.159047067901,15075.22629596682,22755.597329629636,10
0 days 00:43:56.005000,PER,11,Red Bull Racing,78.516,12.0,3.0,28.385,28.061,22.07,SOFT,2.0,True,22.0,29.0,False,70.0,2.7,285,4.381,14,4,3,3,4,3,3,3,5,C5,C4,C3,Budapest,Hungary,2022,2022-07-31,86.11111111111111,55.250927526424384,35.55555555555556,6.73498400786107,-4.569883908356309,1.649777312495235,28567.690007716054,12783.906201478518,7720.997299382717,15072.45772131492,22365.614629270534,11
0 days 00:54:38.343000,ZHO,24,Alfa Romeo,78.573,15.0,4.0,28.695,27.796,22.082,SOFT,2.0,True,21.9,29.6,False,72.0,2.9,292,4.381,14,4,3,3,4,3,3,3,5,C5,C4,C3,Budapest,Hungary,2022,2022-07-31,85.27777777777777,55.25535513261439,33.233025185185184,5.487270390010127,-4.365498309056663,1.5497663853504777,28017.442409336418,12645.589108225711,7572.2817322530855,15000.37224033862,22134.923174898457,12
0 days 00:50:24.825000,MAG,20,Haas F1 Team,78.825,15.0,4.0,28.423,28.341,22.061,SOFT,2.0,True,22.1,30.4,False,70.0,3.2,285,4.381,14,4,3,3,4,3,3,3,5,C5,C4,C3,Budapest,Hungary,2022,2022-07-31,86.66666666666667,55.199467101844206,33.888888888888886,5.878335377938332,-5.131901982543065,1.866494450542545,28937.49444444445,12863.518568063599,7820.944444444445,15051.764215802554,22636.207901527632,13
0 days 00:53:15.637000,STR,18,Aston Martin,79.137,15.0,4.0,28.529,28.363,22.245,SOFT,2.0,True,22.0,29.8,False,71.0,3.0,287,4.381,14,4,3,3,4,3,3,3,5,C5,C4,C3,Budapest,Hungary,2022,2022-07-31,85.83333333333333,54.76219176569745,31.361110044444445,6.068635133476914,-4.590006604680881,1.6957597709757226,28383.679600694442,12666.500180598561,7671.264756944443,14553.049038053729,22235.169255898487,14
0 days 00:29:02.038000,MSC,47,Haas F1 Team,79.164,6.0,2.0,28.59,28.379,22.195,SOFT,2.0,True,22.8,31.2,False,68.0,1.1,291,4.381,14,4,3,3,4,3,3,3,5,C5,C4,C3,Budapest,Hungary,2022,2022-07-31,86.38888888888889,54.894422071146685,30.555556266666667,5.945271256950888,-4.960706978088881,1.911064909361388,28752.294955632715,12591.593404051428,7770.890528549383,17002.287949889334,22602.973606497457,15
0 days 00:32:34.189000,TSU,22,AlphaTauri,79.24,8.0,3.0,28.731,28.215,22.294,SOFT,2.0,True,22.6,30.4,False,69.0,2.5,296,4.381,14,4,3,3,4,3,3,3,5,C5,C4,C3,Budapest,Hungary,2022,2022-07-31,87.5,54.89288311878686,34.72222222222222,5.486034030466079,-4.2886941524366975,1.77318573467907,29496.66015625,12756.529859808517,7972.0703125,14928.430521166278,23053.087362251757,16
0 days 00:32:54.247000,ALB,23,Williams,79.256,9.0,2.0,28.29,28.442,22.524,SOFT,4.0,True,22.6,30.4,False,69.0,2.9,281,4.381,14,4,3,3,4,3,3,3,5,C5,C4,C3,Budapest,Hungary,2022,2022-07-31,89.16666666666667,54.65929802814852,32.77777777777778,5.466735420253648,-4.791809739344308,1.7655824495868864,30631.04418402778,12476.86384521195,8278.66059027778,15688.541943136674,23672.468320583663,17
0 days 00:29:53.737000,VET,5,Aston Martin,79.273,7.0,2.0,28.498,28.376,22.399,SOFT,2.0,True,22.8,31.2,False,68.0,2.7,286,4.381,14,4,3,3,4,3,3,3,5,C5,C4,C3,Budapest,Hungary,2022,2022-07-31,85.83333333333333,54.54881773730416,30.555555555555554,4.68405166555067,-4.550093916440754,1.6744829827647711,28383.679600694442,12502.080536954694,7671.264756944443,14608.826922680944,22350.909830979934,18
0 days 00:24:55.956000,GAS,10,AlphaTauri,79.527,5.0,2.0,28.692,28.363,22.472,SOFT,2.0,True,22.8,30.7,False,68.0,3.5,276,4.381,14,4,3,3,4,3,3,3,5,C5,C4,C3,Budapest,Hungary,2022,2022-07-31,86.94444444444444,54.70200595376556,32.58680622222222,6.726033386351083,-4.361568351920697,1.8233079243187282,29123.288474151235,12719.087171058418,7871.159047067901,14790.532631682958,22675.102092654324,19
0 days 00:29:45.359000,LAT,6,Williams,79.57,7.0,2.0,28.54,28.585,22.445,SOFT,2.0,True,22.8,31.2,False,68.0,2.7,286,4.381,14,4,3,3,4,3,3,3,5,C5,C4,C3,Budapest,Hungary,2022,2022-07-31,87.22222222222221,54.56896703111184,28.88888888888889,5.740360830365825,-5.241555946828128,1.6270131463163646,29309.677044753083,12443.04064430174,7921.534336419752,16145.113775840198,22912.29102008915,20
0 days 01:32:29.754000,VER,1,Red Bull Racing,103.665,8.0,3.0,30.536,44.22,28.909,SOFT,2.0,True,15.5,20.9,False,82.0,0.6,314,7.004,19,4,3,3,3,5,4,5,2,C4,C3,C2,Spa-Francorchamps,Belgium,2022,2022-08-28,94.44444444444444,66.86888735261587,39.947917777777775,6.789076368715357,-4.801125164171938,1.8590526026876373,34364.4637345679,18738.96409297477,9287.692901234568,17262.450876543724,26159.92570137798,1
0 days 01:32:37.086000,SAI,55,Ferrari,104.297,10.0,4.0,30.59,44.577,29.13,SOFT,2.0,True,15.5,20.9,False,82.0,0.6,314,7.004,19,4,3,3,3,5,4,5,2,C4,C3,C2,Spa-Francorchamps,Belgium,2022,2022-08-28,95.55555555555556,66.57532258466874,46.65833457777778,6.618093374138876,-5.792702860452458,1.5014398118155647,35177.79567901234,18734.835037801764,9507.512345679012,16729.48100307395,26677.284896646535,2
0 days 01:32:22.928000,PER,11,Red Bull Racing,104.462,8.0,3.0,30.687,44.668,29.107,SOFT,2.0,True,15.5,20.9,False,83.0,1.8,322,7.004,19,4,3,3,3,5,4,5,2,C4,C3,C2,Spa-Francorchamps,Belgium,2022,2022-08-28,93.88888888888889,66.30771800991778,45.23888995555555,6.614854078207996,-4.047939430770305,1.922453956250026,33961.36500771605,18285.943847877585,9178.747299382716,16486.944391688856,25905.466481242467,3
0 days 01:21:08.332000,LEC,16,Ferrari,104.551,9.0,3.0,30.93,44.55,29.071,SOFT,2.0,True,15.7,20.7,False,83.0,1.1,297,7.004,19,4,3,3,3,5,4,5,2,C4,C3,C2,Spa-Francorchamps,Belgium,2022,2022-08-28,92.5,66.38475768130098,40.842013333333334,6.912636067138976,-4.987869539283912,1.8109066164980365,32964.02265625,18592.359048363207,8909.1953125,16180.763225925934,25274.946956400814,4
0 days 01:32:47.960000,OCO,31,Alpine,105.18,12.0,5.0,30.836,45.166,29.178,SOFT,2.0,True,15.5,20.9,False,82.0,0.6,314,7.004,19,4,3,3,3,5,4,5,2,C4,C3,C2,Spa-Francorchamps,Belgium,2022,2022-08-28,93.05555555555556,66.04967838688441,41.666666666666664,6.186558155600424,-4.906315975098692,1.7266506861948365,33361.175974151236,18259.631259062444,9016.534047067902,16218.09681759214,25528.152499094278,5
0 days 01:41:23.402000,ALO,14,Alpine,105.368,15.0,6.0,30.798,45.248,29.322,SOFT,2.0,True,15.5,20.9,False,82.0,1.8,302,7.004,19,4,3,3,3,5,4,5,2,C4,C3,C2,Spa-Francorchamps,Belgium,2022,2022-08-28,93.33333333333333,65.98966042128284,50.12731259259259,6.861476391360896,-4.808361038357904,1.5172275894848053,33560.64444444444,18374.091458953273,9070.444444444443,16094.85698944178,25634.903521319156,6
0 days 01:21:23.935000,HAM,44,Mercedes,105.42,13.0,4.0,30.924,44.954,29.542,SOFT,2.0,True,15.6,20.8,False,83.0,0.6,286,7.004,19,4,3,3,3,5,4,5,2,C4,C3,C2,Spa-Francorchamps,Belgium,2022,2022-08-28,92.5,65.77735884501375,40.833333333333336,6.636474291970511,-4.777457897978278,2.5673619633463307,32964.02265625,18109.54143158469,8909.1953125,16679.93083972801,25246.935323939044,7
0 days 01:21:27.270000,RUS,63,Mercedes,105.461,13.0,4.0,31.22,44.875,29.366,SOFT,2.0,True,15.6,20.8,False,83.0,0.6,286,7.004,19,4,3,3,3,5,4,5,2,C4,C3,C2,Spa-Francorchamps,Belgium,2022,2022-08-28,92.5,65.74144094466439,21.313131313131315,6.823987023371624,-4.31095234161645,1.7723508934086492,32964.02265625,17900.535474373402,8909.1953125,17136.500244002025,25253.780359764107,8
0 days 00:59:16.438000,ALB,23,Williams,105.672,5.0,2.0,30.799,45.726,29.147,SOFT,2.0,True,15.0,20.7,False,85.0,2.0,304,7.004,19,4,3,3,3,5,4,5,2,C4,C3,C2,Spa-Francorchamps,Belgium,2022,2022-08-28,93.05555555555556,65.53374775807698,42.83912088888889,6.8123691035723075,-4.715005602063981,1.7763949438889917,33361.175974151236,18052.26506470489,9016.534047067902,16328.919685639836,25417.688138230715,9
0 days 01:09:39.438000,NOR,4,McLaren,105.603,8.0,3.0,30.951,45.514,29.138,SOFT,2.0,True,15.2,20.9,False,84.0,0.8,295,7.004,19,4,3,3,3,5,4,5,2,C4,C3,C2,Spa-Francorchamps,Belgium,2022,2022-08-28,92.5,65.61283863286178,22.22222222222222,6.585569751352115,-5.031937354855034,1.7160115947008103,32964.02265625,18393.519079718604,8909.1953125,16422.70094173036,25289.6684799199,10
0 days 01:21:15.821000,RIC,3,McLaren,105.767,8.0,3.0,30.927,45.454,29.386,SOFT,2.0,True,15.7,20.7,False,83.0,1.1,297,7.004,19,4,3,3,3,5,4,5,2,C4,C3,C2,Spa-Francorchamps,Belgium,2022,2022-08-28,93.33333333333333,65.62942367412553,46.11111111111111,6.6040526842288685,-4.491250204435913,1.6387329812607134,33560.64444444444,18122.4863771751,9070.444444444443,16621.38695943504,25642.050473834017,11
0 days 01:20:47.608000,GAS,10,AlphaTauri,105.827,11.0,4.0,30.954,45.583,29.29,SOFT,2.0,True,15.7,20.7,False,83.0,1.1,297,7.004,19,4,3,3,3,5,4,5,2,C4,C3,C2,Spa-Francorchamps,Belgium,2022,2022-08-28,93.33333333333333,65.56103264572958,25.450952329266137,6.475062253678338,-4.581477651694753,1.7686826826097957,33560.64444444444,18176.39728741035,9070.444444444443,16284.480070328676,25624.030727381272,12
0 days 01:20:50.800000,ZHO,24,Alfa Romeo,106.085,11.0,4.0,31.142,45.61,29.333,SOFT,2.0,True,15.7,20.7,False,83.0,1.1,297,7.004,19,4,3,3,3,5,4,5,2,C4,C3,C2,Spa-Francorchamps,Belgium,2022,2022-08-28,93.33333333333333,65.42332617034809,41.94444444444444,5.846994105983097,-4.695973076976386,1.6588191926111253,33560.64444444444,18095.051108247102,9070.444444444443,16436.54702334078,25649.626790077727,13
0 days 00:58:09.070000,STR,18,Aston Martin,106.256,5.0,2.0,31.381,45.47,29.405,SOFT,2.0,True,15.0,20.4,False,86.0,0.8,309,7.004,19,4,3,3,3,5,4,5,2,C4,C3,C2,Spa-Francorchamps,Belgium,2022,2022-08-28,91.11111111111111,65.36782349049722,43.900462222222224,6.993723127423167,-4.587855873192167,1.5619179881849439,31981.5438271605,18065.586623087493,8643.660493827161,16311.017886100071,24650.280511385467,14
0 days 00:58:13.669000,MSC,47,Haas F1 Team,106.342,7.0,2.0,31.13,45.584,29.628,SOFT,2.0,True,15.0,20.4,False,86.0,0.8,309,7.004,19,4,3,3,3,5,4,5,2,C4,C3,C2,Spa-Francorchamps,Belgium,2022,2022-08-28,91.94444444444444,65.34868561650117,47.77777777777778,6.853574662099879,-4.604645349507573,1.4422790561350285,32569.24750192901,18043.96407382167,8802.499324845678,16222.157356858326,24976.54899621434,15
0 days 00:58:33.906000,VET,5,Aston Martin,106.344,5.0,2.0,31.182,45.84,29.322,SOFT,2.0,True,15.0,20.7,False,85.0,2.0,304,7.004,19,4,3,3,3,5,4,5,2,C4,C3,C2,Spa-Francorchamps,Belgium,2022,2022-08-28,91.11111111111111,65.29356851712811,23.055555555555554,6.839755701723615,-4.898611628089768,1.6456667320429665,31981.5438271605,17995.00272570319,8643.660493827161,16426.644591664714,24645.622745438963,16
0 days 00:57:58.520000,LAT,6,Williams,106.401,6.0,3.0,31.226,45.799,29.376,SOFT,2.0,True,15.0,20.4,False,86.0,0.8,309,7.004,19,4,3,3,3,5,4,5,2,C4,C3,C2,Spa-Francorchamps,Belgium,2022,2022-08-28,91.66666666666667,65.09798360011123,40.55555555555556,6.83342901208036,-4.714283172101283,1.4572878480499838,32372.751736111117,17956.875850048138,8749.392361111113,16017.162280726201,24897.32317453704,17
0 days 00:58:25.982000,MAG,20,Haas F1 Team,106.557,5.0,2.0,31.134,45.704,29.719,SOFT,2.0,True,15.0,20.7,False,85.0,2.0,304,7.004,19,4,3,3,3,5,4,5,2,C4,C3,C2,Spa-Francorchamps,Belgium,2022,2022-08-28,91.94444444444444,65.24185420410858,42.22222222222222,6.433162172671979,-5.248769713448697,2.757470056065237,32569.24750192901,18036.208407659942,8802.499324845678,17033.71167199929,25044.711620397702,18
0 days 00:49:10.756000,TSU,22,AlphaTauri,106.692,2.0,1.0,31.339,45.878,29.475,SOFT,2.0,True,15.0,20.8,False,85.0,2.0,294,7.004,19,4,3,3,3,5,4,5,2,C4,C3,C2,Spa-Francorchamps,Belgium,2022,2022-08-28,93.05555555555556,65.10350980539835,24.685185580246912,6.582710406875507,-5.231313441908713,1.719173417556988,33361.175974151236,17875.09556282974,9016.534047067902,16414.703568381454,25541.50791738961,19
0 days 00:48:18.452000,BOT,77,Alfa Romeo,107.866,2.0,1.0,32.379,46.176,29.311,SOFT,2.0,True,15.0,20.8,False,86.0,1.2,346,7.004,19,4,3,3,3,5,4,5,2,C4,C3,C2,Spa-Francorchamps,Belgium,2022,2022-08-28,93.05555555555556,64.7103404334734,42.210938222222225,6.972176814852014,-5.010887485196119,2.064095127466507,33361.175974151236,17673.695204508356,9016.534047067902,16346.709432336409,25529.759993342763,20
0 days 01:15:17.214000,LEC,16,Ferrari,80.161,12.0,4.0,26.733,26.875,26.553,SOFT,2.0,True,28.0,40.7,False,33.0,2.0,45,5.793,11,3,3,2,4,3,4,2,1,C5,C4,C3,Monza,Italy,2022,2022-09-11,95.27777777777777,71.83793522458791,53.27222222222222,5.940426157356981,-5.096553762714593,1.4952272755873317,34973.57088155864,21351.086389317552,9452.316454475309,17185.60412725848,26565.927106308845,1
0 days 01:15:28.650000,VER,1,Red Bull Racing,80.306,14.0,4.0,26.918,26.813,26.575,SOFT,2.0,True,28.0,40.7,False,33.0,2.0,45,5.793,11,3,3,2,4,3,4,2,1,C5,C4,C3,Monza,Italy,2022,2022-09-11,95.27777777777777,71.55492427916826,52.5,6.390463676324021,-4.833424372337875,1.7643479990473594,34973.57088155864,21227.410272579615,9452.316454475309,17264.863033728518,26543.22363991808,2
0 days 01:15:11.512000,SAI,55,Ferrari,80.429,11.0,4.0,26.85,27.055,26.524,SOFT,2.0,True,28.0,40.7,False,33.0,2.0,45,5.793,11,3,3,2,4,3,4,2,1,C5,C4,C3,Monza,Italy,2022,2022-09-11,94.44444444444444,71.61974351832677,52.45138844444444,5.8512832115426505,-5.295364042567259,1.5357268085691624,34364.4637345679,21256.37722450619,9287.692901234568,16532.76933643729,26156.027391838135,3
0 days 01:14:46.986000,PER,11,Red Bull Racing,81.206,14.0,4.0,27.256,27.179,26.771,SOFT,2.0,True,28.0,40.7,False,33.0,2.0,45,5.793,11,3,3,2,4,3,4,2,1,C5,C4,C3,Monza,Italy,2022,2022-09-11,93.61111111111111,70.8266706374316,51.388888888888886,6.687757124072763,-4.867922356798504,1.4221030528661618,33760.70745563272,20701.729727056365,9124.515528549384,16718.043440666257,25784.96523951026,4
0 days 01:15:32.480000,HAM,44,Mercedes,81.524,16.0,6.0,27.022,27.419,27.083,SOFT,2.0,True,27.9,40.0,False,34.0,2.0,114,5.793,11,3,3,2,4,3,4,2,1,C5,C4,C3,Monza,Italy,2022,2022-09-11,94.16666666666667,70.59318174415955,50.7166656,5.489550530391194,-4.758693339421952,1.680439731481364,34162.61710069445,20629.84610412967,9233.139756944445,17520.140753994197,26022.37303356996,5
